Hour_of_Day,Amount,V1,V2,V3,V4,V5,Merchant_Type,Location_Distance,Transaction_Frequency,Is_International,Device_Type,Class
8,204.17432363131044,1.9890574962905316,-3.673756656,-2.335653591,4.503156340884443,1.8760972199183696,Online,222.47498994377548,10,1,Mobile,1
4,934.1483832300584,-0.315933123,-3.125539652,-2.204538069,3.214848470182953,0.32611509039260445,Online,50.21603545811825,7,1,Mobile,1
4,217.6778639511959,-0.260052336,-1.203173983,-1.942858932,5.242921675904548,2.5343447376941532,Travel,0,5,1,Mobile,1
14,115.62624422525505,1.6346055117612015,0.874991185,0.29660525554701433,0.41979591008171774,0.3281015973317339,Electronics,3.687882534474504,1,0,POS,0
0,493.4504247562767,-0.252008519,-1.754059763,-2.654611666,1.2115995742331858,-1.545049833,Online,169.31352294068247,5,0,Mobile,1
4,524.7223122958691,-1.677272656,-1.165576412,-0.979213082,2.538892997226628,-1.649965272,Electronics,301.25072382924117,8,1,Mobile,1
18,546.3415909595872,-1.040822174,-1.170283541,-2.932877444,1.8473760779033999,0.1923817477127516,Electronics,158.70189359281605,8,1,Mobile,1
4,380.1127137872487,-0.938179851,-1.510329769,-0.08103887,-0.258651841,1.8723707210713958,Electronics,16.86489738694318,0,0,Mobile,0
12,32.88814252533186,0.35716258570127063,-1.088517222,0.1912034425391353,0.9991480247422639,1.4774525893398631,Food,4.418773960450802,3,0,Desktop,0
3,208.30125768424904,-1.107921392,-3.749871746,-1.518273466,-0.927246989,1.7893063793499324,Electronics,93.09119894,10,1,Mobile,1
1,82.38775093239009,0.2710342528612446,-1.796316365,-1.640510863,0.063327203,0.9510632555528246,Travel,10.794514593553867,2,0,Mobile,0
1,88.62642648424602,-1.134226779,-1.202494253,-2.753653712,0.34366803438192495,-3.957997169,Online,0,8,1,Mobile,1
12,300.90662890491507,-2.342324519,-3.151472923,-0.91778174,1.4374154804319084,0.6517190030120091,Electronics,51.11500122297234,6,0,Mobile,1
1,284.2834401218878,0.5925385323679921,-2.102141729,-1.897544591,-0.389146504,0.7569660952821251,Travel,81.33145807288618,1,1,Desktop,1
0,33.26278635948709,0.1484636815468889,0.8116833947552199,0.5608497527843965,0.5036219655010356,1.2130109857705396,Electronics,3.159658187242231,1,0,Desktop,0
2,404.71777334665194,0.5282990776886901,-0.34525735,-1.371468068,0.6177354075912185,0.089055907,Online,180.8306919415181,12,1,Mobile,1
14,152.69937760748857,-0.672987219,-0.668367625,-0.197831891,-0.256978423,0.48877575881441543,Electronics,14.112225539215277,3,0,POS,0
1,2144.4043651682973,-0.925947027,-3.763008456,-0.877872083,2.817143689639677,0.16387916397379443,Electronics,63.459490529056744,10,0,Mobile,1
0,341.13241533533034,0.49766462064505235,-4.100127408,-1.861838134,-0.528035804,0.9568255241792946,Online,45.16355850164089,12,0,Mobile,1
4,29.574151465772857,1.519019572530981,1.0035048624164156,0.4003949180730848,1.5427933359512191,0.308500732,Electronics,5.398223017508108,1,0,POS,0
1,157.74889017508443,0.015004576745947738,-3.030580091,-2.476379272,0.7620190284385208,-1.671959172,Travel,60.711914207954365,1,1,Mobile,1
20,47.848212033321104,0.42458509604714495,-0.918707476,2.5362855590394355,-0.567987689,0.7387556365413529,Travel,14.980718089034394,0,0,POS,0
23,149.02486111186744,-0.487717068,-2.149573793,-3.240364757,1.0464385089921133,0.5129483691928134,Online,219.0655418748828,8,1,Desktop,1
18,97.68823400111978,-1.543630522,0.050447442774460144,-0.35724863,-0.367186533,-0.200643578,Retail,29.746660783915804,2,0,Mobile,0
0,1790.9152484192225,1.192420325761288,-1.630402763,-0.697369702,1.5723269495221865,-3.67280359,Online,18.86514032340139,11,1,Desktop,1
1,579.5476680856681,1.8385164637616846,-0.814720195,-2.587188996,0.6778783187610957,0.048116917,Travel,0,14,1,Mobile,1
20,32.994336424916646,0.7107740251751941,-0.134737063,0.7258125890985261,-0.16385386,0.5542887650066243,Electronics,0.9050257341816348,0,0,Desktop,0
23,264.17424795878355,-0.330633267,-2.713277261,-2.625212641,3.1268498411492875,3.8603678248422284,Electronics,122.5941019312996,12,0,Mobile,1
17,50.916779809344476,0.5970560997385407,2.3250550158755865,-2.379778222,-0.692995733,-0.067004245,Online,14.516109027041379,1,0,Desktop,0
2,69.68785405341386,0.8937617973878307,1.5349462740315112,0.6951285715453335,1.362324949014687,-0.094817943,Travel,3.3634492219205763,1,0,POS,0
2,4467.623415757345,3.6842084511619353,-1.303579075,-2.136732611,1.8011467849545626,-1.342285047,Online,323.3260893576844,9,0,Mobile,1
12,129.67282914250904,0.988526105,0.078463893,-0.104901423,-0.562148389,0.7604167196642997,Electronics,24.119181556478836,1,0,Desktop,0
21,1167.046736,0.078092555,-2.907722875,-1.257200414,0.8990650353109733,-0.895395943,Travel,21.667504452097383,9,1,Mobile,1
1,455.8389440552182,-2.860158571,-1.219283173,-1.491918557,1.772820870492869,4.002061589233509,Travel,19.80315163387307,10,1,Mobile,1
21,111.55476141210659,0.15565829767174108,0.41882668570450926,-0.372896639,1.46128402,-0.02819809,Electronics,3.267361884500627,1,0,Mobile,0
3,368.7896363704119,0.5170563828318016,-3.202064643,0.9459022594134741,1.7104536093148284,-2.208207458,Electronics,21.72191466837007,8,0,Mobile,1
8,210.58153338280692,1.0374610296830518,-1.316541934,-4.371536796,1.9539085153457343,1.4959854823349785,Online,27.138094567761826,12,0,Mobile,1
12,122.44234101747917,1.3538918593234255,0.24620822775401915,-1.285965487,1.918869254267176,-0.371190375,Retail,30.76664441098878,0,1,POS,0
9,84.0307755,-0.095150512,2.0139300303898144,-1.092060935,0.13555096440925926,0.6794811504453716,Retail,11.901915600133771,0,0,Mobile,0
17,268.61466154823074,3.184455782716692,-1.286678788,0.21868594059545754,0.9107981763229097,1.3462648392912393,Travel,72.85040471466777,8,0,Desktop,1
1,579.5818800348214,-1.37739755,-2.563770732,-1.821528508,2.5647273095035397,0.2983469272076378,Travel,21.555574200252284,8,0,Mobile,1
0,446.2177663506214,0.634190036,-0.074794875,-1.526032525,0.7475286895202533,1.705993165629205,Travel,9.680374862860138,11,0,Mobile,1
7,55.91756577882167,-0.798520392,0.30118695807776713,-0.474078203,-0.045405666,-0.006047339,Electronics,5.756633144,0,0,Desktop,0
1,420.7455602224906,-1.926842864,-0.806419546,-0.539822778,3.2896400992395334,1.1018747732089464,Online,29.207881977855884,8,0,Mobile,1
3,172.07660200129885,-0.190808875,-4.182254524,-2.272114645,1.7966823098523037,1.0477612046223983,Electronics,35.43481167709818,12,0,Mobile,1
1,1099.3552928424212,-2.153368748,-1.97414785,-1.802392214,1.0283713478250123,0.20483583685305612,Electronics,57.83978291958597,5,1,Mobile,1
11,270.4095510283964,-0.232546687,-3.484694135,-0.796909655,1.3662755208523398,-0.664389858,Online,61.64093876719135,6,1,Mobile,1
1,443.2365299011577,0.06804603,-2.246477498,-1.543235976,4.327083785978342,0.11924385711024064,Electronics,9.239497305712836,4,0,Mobile,1
6,50.63938433625166,1.1185414093359494,-0.490548845,-0.735067377,0.037528848547784766,-2.449027153,Food,6.647323423781409,1,0,Desktop,0
2,427.96639380976126,-1.619872733,-3.639850688,-0.659549006,4.132799466811149,-1.913678078,Travel,151.52336587039568,8,1,Desktop,1
16,99.12318391307765,0.9084451656457725,-1.535376274,2.4186527483478866,0.4243112726378471,0.6454440259809328,Retail,7.367592046952502,0,0,POS,0
0,785.6577775149839,0.13197128530225533,-1.1268345,-1.499126337,1.248501141690034,1.548182498242109,Travel,207.06865900331422,6,1,Desktop,1
2,128.6097289649047,1.0288491536095945,0.9802789911093779,0.15190965497900213,-0.916134584,-1.133303882,Food,32.38286813315411,1,0,POS,0
4,50.902969858900505,-0.431751175,-1.245668869,-1.370552953,1.0593212352836645,1.3510931412623082,Online,0.8056195439660804,1,0,POS,0
1,257.3894020393946,-1.332244587,0.1728789609345851,0.7244185306649547,-2.674632546,-0.240596688,Online,1.8414446000518296,0,0,Mobile,0
2,645.6151806832385,-2.495853753,-2.05438796,-0.91250219,1.3092063783678842,1.0588896029889299,Electronics,129.00931912803176,7,1,Mobile,1
14,64.93573900320658,-1.291807454,-0.403693119,0.3127231467873003,-1.395300469,-0.693971231,Food,1.0443836754855798,0,0,POS,0
2,118.89775062935234,0.8086347635057626,-1.03314918,-2.097614358,3.694785941616309,-1.165269875,Online,9.388863391920923,4,0,Mobile,1
1,49.15656778819121,1.4152902336159474,-3.869037361,1.633649653541498,3.6092701298298007,-1.352782827,Travel,62.76717645009643,10,0,Desktop,1
13,31.909170976967545,-0.564951527,0.7656303381716163,0.8554277491244064,-0.724332613,0.42228503111896626,Travel,28.810820289183617,2,0,POS,0
16,35.24667355352679,0.6291352982577835,-0.477928269,1.2400282618429634,2.764903143154464,0.35689537729081455,Retail,23.895211845671085,1,0,POS,0
18,8.207630752632108,-1.148318275,-2.813090691,-2.317712667,4.579139003035744,-3.402496967,Electronics,163.58827758294512,5,0,Mobile,1
2,44.30534705936992,0.21926942277109512,-3.365022493,-0.845786983,1.7281160593950986,0.20277049923516358,Online,110.41387030894684,7,0,Mobile,1
4,9.831941736,0.5139485753362157,-1.926242403,-1.008781193,3.221191810052347,1.0025818811091287,Electronics,0,7,1,Desktop,1
20,73.93491434260801,-1.448124775,-0.191404616,-0.132542862,-0.641728293,1.0930052030854547,Retail,35.53181979792037,1,0,Desktop,0
3,128.2185209644214,-0.203883469,-0.317669414,-0.050433985,-0.276590734,0.2351957792331604,Retail,9.240257183129273,1,0,Mobile,0
9,228.59424206628844,1.0353743882592092,-2.967775619,-0.881168374,4.182126683572703,0.3637486555321454,Travel,301.6599995908927,9,1,Desktop,1
2,277.38391621308904,-5.669288775,-3.588838021,-2.194784311,-0.555386901,2.3097518251982185,Travel,205.83675011059128,9,1,Mobile,1
0,9.026110924113357,2.241301659058126,-4.654620048,-0.415877622,-0.951615047,2.5189022225451536,Online,0,8,1,Mobile,1
3,221.37101235666924,0.9444653767827281,-2.684250574,-1.348748137,2.640020094293163,-0.594144733,Online,0,11,1,Mobile,1
19,169.22176742783068,0.7167276477173428,0.8954408909483242,0.9670256374540331,-0.196683631,1.8754506084226676,Travel,5.737471008449162,0,1,POS,0
0,254.30395821924415,-0.301076231,-5.283156541,-2.113864013,1.7598750797402227,-0.833356881,Online,193.5329437667382,8,1,Mobile,1
0,987.2655379071622,-1.525456868,-4.215496622,-3.66594485,2.667401151248239,-2.01470467,Travel,55.329680238866864,6,1,Mobile,1
3,248.45619248588778,0.6984659870969505,-2.802224234,-2.87618483,1.9455249947647282,-0.780545655,Online,269.70813909247295,7,1,Mobile,1
10,283.45371533261454,-0.088422317,-2.418411176,-0.436531393,2.7768542088509824,-1.77823198,Online,289.0197704662391,5,1,Mobile,1
0,676.4851123367081,0.039267499837158645,-3.047553692,0.11933951512065333,3.802126243670254,-0.138935384,Electronics,313.5447281402036,8,1,Desktop,1
3,113.88369649074863,1.0876069851989536,-1.093076752,-0.692843003,-0.65994479,-1.26504738,Electronics,4.754342371975701,1,0,Mobile,0
7,74.36674138970108,0.762063874,-0.387854524,0.5420998596428898,1.6627905941766747,-1.356225377,Travel,39.76793502985174,2,0,Desktop,0
7,177.5269729757653,1.9212374170896127,-0.047994532,1.1351543656180323,0.8688731421697568,-0.286470291,Food,6.925713939277118,1,0,POS,0
4,41.725545678040824,0.15385422887349898,0.648940416,0.7512506631054899,-1.054158059,-0.251785686,Food,11.63263779659273,2,0,Desktop,0
20,846.7366330593165,-1.087389037,-1.710144176,-1.891408652,1.0241937136184696,1.3961244430775288,Travel,295.6701990440179,7,1,Mobile,1
21,31.356836684757475,-0.188416847,-0.261547154,-0.683226375,-0.312979953,-0.752494269,Online,4.400940144639218,2,0,Mobile,0
18,44.56713061317261,0.41566337253860625,1.8880602412458254,0.4350034496746448,-0.185276726,-0.39481634,Travel,5.713288449457654,2,0,Mobile,0
1,169.42972897525908,0.7669631930665921,-2.441911595,0.2527522566966267,0.002458207,-1.739888967,Travel,0,7,1,Mobile,1
5,245.3433565786507,-2.418035967,-2.31317815,-1.740197955,1.0550006916765848,0.2309724221453367,Electronics,342.09824813775134,14,0,Mobile,1
4,165.16951286514777,0.009956246,-0.300357504,-1.055743557,0.5731782180900288,0.8669092876776976,Online,102.09896064787006,8,0,Mobile,1
22,98.19182656111856,1.6095416570383692,0.13930840923593518,-1.369617465,1.8905599053610627,0.8568559796307017,Travel,27.17229643200999,0,0,Desktop,0
2,457.20600516577395,-0.427174184,-6.178114555,-2.259755222,4.560347387792076,-0.74702869,Electronics,62.21270522443897,8,0,Mobile,1
7,37.016890696605294,0.9310118548691044,0.090903857,-0.715238154,-0.79801538,0.09992904,Travel,8.067441723413571,0,0,POS,0
3,80.01304659219662,0.4931175272160051,-0.611642888,0.027199374182909214,-0.438530718,0.9240518053349435,Online,11.883457738613641,0,0,POS,0
0,136.91664805356572,0.955860607,-0.274432027,-1.512823993,0.4250875521152404,-1.247671865,Electronics,27.717347176927237,1,0,Desktop,0
2,38.65083678875578,-0.809760542,1.984976882495215,-0.328590454,-0.377953835,-0.581883425,Travel,2.2679271266373924,0,0,Mobile,0
9,9.837676491164226,-1.068883195,-2.754328965,-3.124209458,0.4809979890119688,2.270861526677482,Online,258.20427202228854,9,1,Mobile,1
16,49.65978025,0.020271892122288065,0.30046682230585875,0.9402293058388486,-0.553208505,-3.034457083,Travel,6.486634488164482,1,0,Mobile,0
12,64.19409650705244,-1.532221787,-0.87772128,-0.859172358,0.47973037437499755,-0.672818982,Food,30.55087723104599,1,0,Desktop,0
10,130.51369791327866,-0.269740607,-0.307657941,-0.572349238,-1.381715018,-1.18343692,Food,16.23477629422698,1,0,Mobile,0
5,56.57655574488397,0.25287665751566707,0.7448423352044837,0.28212652595460835,-1.086899409,0.071018314,Food,2.353163845523109,1,0,Desktop,0
4,519.4183535,3.500751023,-3.546184893,-2.030352414,1.5144810704652332,-1.074182101,Travel,3.0880176705291658,7,1,Mobile,1
2,365.41850923503955,0.880186596,-1.622581038,1.2091476985480258,1.9015136249329079,1.3367026643155597,Online,249.7658467606728,9,0,Mobile,1
23,98.54936643334476,0.6252284708731023,-0.649800325,0.9305151572794222,-0.823633878,-0.410383884,Food,22.081804661413834,3,0,Desktop,0
23,17.00457841172916,1.1644758470500058,0.31607819215361427,0.017206578314218315,0.8968622181915691,-0.92278615,Online,7.985567641031038,1,0,Mobile,0
3,407.25702031884174,-1.642273193,-1.47781361,-1.92334098,3.3148312797090576,2.9131013514230695,Travel,138.02425108325932,4,1,Desktop,1
4,5230.293229990756,-0.206447415,-2.312456595,-4.322668977,2.1992240249398574,0.090697783,Electronics,2.1046576148892266,6,1,Mobile,1
19,5.951058931669104,1.1840607048378895,-1.121126386,-0.753507101,1.570438381495072,3.361007169543477,Electronics,76.00154734633395,11,1,Mobile,1
18,47.591744319440615,-0.079122222,1.1994974507251512,0.5118966697671699,-0.669981939,-0.587696974,Travel,28.69227062872243,0,0,POS,0
3,88.02868236084096,1.2468985599751266,-1.306570892,-2.453580088,-1.304097842,-0.086775329,Online,693.9025964884966,13,1,Mobile,1
16,223.4345872479628,0.7908109764089376,-1.42889014,-0.730256324,2.2378059077735792,-0.169588899,Electronics,160.4226946329735,14,1,Mobile,1
2,797.1563740953516,-1.488388205,-3.08413283,-0.711200539,1.647601771120945,0.3924635783225863,Online,723.9261218362985,4,1,Mobile,1
9,808.7661736898493,0.6643777963356581,-1.945984345,-2.08399322,2.464529021546693,2.8315604536237813,Online,27.25170053974036,5,1,Mobile,1
17,48.41316723895091,0.14674747220522566,-0.668043908,0.38016204116175073,-1.076071868,1.2093221759631287,Retail,5.522542078041142,1,0,Mobile,0
12,71.32125817507354,0.3299587878404347,0.7658138139203924,1.0487245414867004,-1.273415582,0.8182671393719549,Food,7.428510827318308,0,0,Desktop,0
2,538.0547472547106,-0.806952237,-1.899317142,0.060506273,2.4122411335860674,1.4898758846080304,Online,262.66727607648204,10,1,Mobile,1
0,616.1487323655848,-0.374289657,-4.310596085,-2.854019577,1.3782631849777909,0.7960139095807268,Online,3.1440330446307425,11,1,Mobile,1
19,76.73792086640611,-0.47601,-2.502608891,0.2966507616578671,1.1945563195051805,-1.147899693,Retail,2.521365343097662,0,0,Desktop,0
12,33.61982008462275,-0.097794997,-0.435474048,1.3822390636226343,-0.80544306,-0.677338316,Online,0.19717002365251743,1,1,Mobile,0
19,119.29359673683797,1.184984447600316,-1.17405378,0.7839759410154511,-0.287934991,0.28041329001113224,Electronics,8.512739837,1,0,POS,0
0,282.18239974147906,3.1760590921316907,-1.13677336,-2.780961206,2.149307487609377,0.23686530385152255,Travel,104.1125782531875,9,1,Desktop,1
15,97.08723310099298,1.3965978462231778,-0.191168529,0.5866838142124214,-0.549859078,0.5690914471371048,Retail,2.9939089132913907,1,0,POS,0
3,4.812816422703122,0.9379167919069386,-4.135076242,-0.807737127,2.218900631440752,-0.231204742,Online,350.4029255560266,5,1,Mobile,1
11,176.01967156288939,-1.004340262,2.6429104826243037,1.1641135237115698,1.2381460940285414,-1.339320238,Travel,5.894949502275855,1,0,POS,0
13,143.23432606352583,-0.408896175,1.0381744766942347,0.032819513,-1.105567085,1.2407776197784959,Travel,1.9173880036101474,1,0,Desktop,0
0,43.89249764744267,0.2099260524129978,1.0558721413560592,-0.369340291,-0.45808318,-0.511322644,Food,2.0474106831212673,0,1,Mobile,0
14,117.5657712,-0.632439038,2.2022151446821727,-1.368164814,1.3245549621255597,0.7863020990397029,Travel,14.439540642870089,2,0,Desktop,0
2,517.2245925,0.7167599368425995,-1.712751412,-2.564834948,2.452987278482193,-0.89318544,Travel,63.4896282,14,1,Mobile,1
11,205.88608487469236,0.7204861082542877,-0.770954009,1.2079455697522943,0.11721179981621889,-0.881044856,Retail,12.086687494624913,0,0,POS,0
13,85.92593611909179,0.5362900625654685,-0.887896352,0.1979564866991803,0.34124036603470553,-0.929004477,Food,3.1723438788665277,1,0,Mobile,0
22,70.05946543759325,1.0251346045575813,0.9649027587542348,-0.099787813,0.6558894429555857,-1.431844564,Food,30.163526923698015,1,0,Mobile,0
0,569.9620997901849,-2.20043081,-3.725168357,-0.37483858,2.4143880892083405,2.6902793456399676,Travel,193.83034903501445,7,0,Mobile,1
17,38.58592790338424,0.9328287040921978,-0.077779631,1.0896024673459852,0.21359501257046531,0.38061854891966884,Electronics,7.342976433205594,0,0,Mobile,0
20,122.3646478548068,-0.69564545,-2.171124378,-0.735745554,0.009575052,-0.927507569,Electronics,21.501414848106425,1,0,Desktop,0
1,929.0850781536782,-0.820005631,-2.595145886,0.256120272,3.9590233235052166,-0.195047379,Online,42.86744741,7,1,Mobile,1
1,585.3919500120131,0.8962234536402856,-1.626617377,-3.274901461,2.082488284356636,0.1706799748650465,Electronics,68.2025067,9,0,Desktop,1
19,75.14113454189213,1.2158735621989807,0.2794155346036323,0.45954494190042305,0.001237018,0.8800595357599192,Retail,3.285872936889314,0,0,Desktop,0
2,182.55970304281604,0.45494765318629776,-4.261192297,-1.286725782,2.2239531171303493,-1.207858565,Online,158.08280621115702,9,0,Desktop,1
16,126.97483655300425,0.020804024,1.9648269416599147,1.1497819126384554,0.3257265145978078,1.060844212888944,Electronics,17.292255669878827,2,0,POS,0
22,7.225247434928148,0.44855473561628734,-3.462220556,-1.440989443,4.006277095402228,-1.192374186,Electronics,88.58985078064495,5,1,Mobile,1
14,244.01737028551526,0.1364269180672801,2.807650783278881,-0.244560199,0.6307466866555212,-2.742419761,Online,14.535423714957732,1,0,Desktop,0
2,6.213799722475303,-0.346854605,-2.918958581,-1.376686613,1.5786412885248122,0.16967267881454481,Online,341.91427104978163,9,0,Desktop,1
2,113.75081312926136,-1.558608692,-0.822256977,-0.085226154,1.5288375553761084,-1.242960883,Online,151.31837296315555,7,0,Desktop,1
15,52.81992539738364,-0.078825879,-0.611062715,0.082640448,0.24510162471481625,1.4998179312207212,Retail,12.335470062446898,2,0,Mobile,0
16,72.34723993462414,0.13186209362107257,0.30059808634708673,-0.143077486,0.8268821903002033,0.45479349111637685,Online,114.52057653663995,10,0,Mobile,1
2,2417.050941917426,0.017945040358731124,-0.579491329,-3.78179828,5.710053398783876,0.059271339,Electronics,541.0149895943191,5,1,Mobile,1
1,1197.8077788882656,0.8103599565035645,-0.43526417,-2.60069936,3.237642719013994,0.4488510359732779,Online,0,8,0,Mobile,1
1,1985.365549312928,-0.431468441,-2.661299166,-1.20321055,1.1678553931581606,0.5833856657194849,Online,225.73068175346955,4,1,Mobile,1
16,99.58669090481645,0.562979182,-1.255417564,-1.614522524,-0.392630862,1.6842793956359927,Online,27.194740071983034,1,0,POS,0
18,13.567216985843793,-0.144586767,0.4603974396254061,0.5493988336672512,0.7595782506517088,-0.548121137,Online,18.79705423762862,2,0,Mobile,0
7,114.1540747658236,1.823358962036466,-1.697019813,-0.725125354,-1.091129034,0.4633041134072579,Food,19.930035992268937,0,0,Desktop,0
0,5.298081801599689,0.12869475945064068,-4.199480648,-2.929690515,3.3303297242446783,-1.537517104,Online,43.13670327269733,4,1,Mobile,1
23,54.21811455373258,4.899144847537752,-3.181808589,-2.077364722,1.0321536902382624,-0.002164277,Online,155.30116696210092,9,1,Desktop,1
2,396.4778132331047,0.41768534689042486,0.6963099704182494,-0.008995617,3.446008230274745,2.510660770522091,Electronics,187.0553495490632,11,0,Mobile,1
1,2395.251563815836,-0.325489624,-1.626719764,-2.051666569,2.1047634432858673,0.4174137460457949,Online,76.44416033492412,9,1,Mobile,1
3,3.5087942900408327,-1.378411641,-1.607253971,-1.996167606,1.067097418,-0.128394126,Travel,7.886354798,14,0,Mobile,1
2,109.74255499096054,-1.442888574,-0.063032424,0.7753398523081075,0.5377319909182875,0.5488458471258355,Retail,11.67108985317978,0,0,Mobile,0
6,70.98596412,-0.991442284,-1.342090905,0.8297383440918719,-0.453957095,0.46813101616537117,Food,4.083703641113709,1,0,Desktop,0
10,87.44971623998681,-0.879606309,0.08582584,-0.381308101,1.5915528507948589,0.029113405449468884,Electronics,26.76781838971238,1,0,Mobile,0
1,665.6310082789192,0.6700153537442847,-3.891115552,-0.301804781,0.8441260556290333,-3.137830637,Electronics,88.79724697782986,6,0,Desktop,1
0,1315.137091,-0.73534391,-1.840211714,-1.046327371,5.001918579277486,-0.028885666,Online,30.80083114792413,7,1,Mobile,1
20,134.99666224205603,0.18692705255449762,-1.186745614,0.8513319673467323,-0.275222517,0.039168852069882215,Retail,8.623794044817016,0,1,Desktop,0
2,203.80744553285643,1.8307513616426918,-2.595262792,-2.462685733,2.0676747043596966,-0.185338311,Online,349.5181508486872,14,1,Mobile,1
4,593.2915221,-0.154638244,-3.553184798,-1.722278445,1.6628925202956597,-0.110686424,Online,251.39609102656033,8,1,Desktop,1
4,44.179774200167884,3.501954294685751,-0.890986443,-2.665975531,0.7076919327871813,0.5023111311228903,Electronics,117.15406673291308,7,1,Mobile,1
20,55.70264084,-1.17581098,-1.05087545,-0.655514639,0.23400706641833025,-0.368266077,Travel,2.772718205187212,1,0,POS,0
21,2555.447418971431,-0.23840438,-2.952773007,-1.54841506,2.6422712950199854,-1.794173707,Online,622.8427250307872,3,1,Mobile,1
12,6.344593276635075,-0.958778525,-1.105582923,-1.168852351,1.7748935182078056,0.090666166,Electronics,292.2390004520436,7,0,Mobile,1
1,1927.908456007492,2.6987121777491105,-0.400564556,-1.825984671,3.2040831320674643,-1.030260903,Online,15.294528292199626,7,1,Mobile,1
3,1543.0604762759194,-4.458958193,-2.944910431,0.6739244645028786,1.8463069086567476,2.792013079444087,Travel,256.4251539149402,10,0,Mobile,1
12,449.84620739015224,-2.324436526,-0.789769058,-2.051270565,1.3370958368391583,-3.112803227,Electronics,34.27952977102131,8,1,Mobile,1
13,478.5720362303602,-0.224120605,-4.236855276,-2.074057121,3.529721611,1.6714078041787181,Online,0,10,1,Desktop,1
10,2640.2010848503883,2.572664391917156,-4.001591528,-3.220815561,5.480023484077906,0.10236758876776234,Online,6.080055908839178,6,0,Mobile,1
17,304.87942790318135,0.18385368753993725,-1.789933207,1.226665679193512,3.452384904,0.10085043012883756,Online,905.8141529934977,10,1,Mobile,1
5,79.49989345,-1.351547454,0.35350801926648995,-1.315907401,0.933016739,0.6406825039283714,Retail,19.51852714684259,1,0,Desktop,0
23,95.36477129745703,-1.197166593,-0.119290306,-0.706854704,-0.393078865,-1.026358851,Electronics,28.54026332665572,1,0,Desktop,0
2,6.022776281811294,3.2198553445172133,-3.357032194,-1.049508134,2.164180196031338,-0.041814213,Online,84.04376703388719,12,1,Mobile,1
7,687.5827584095946,-0.700424433,-3.787434338,-2.205014287,4.105658078018943,0.20997869196334068,Online,24.974478283444164,9,1,Mobile,1
7,127.2716346647295,-1.923900547,-1.342757802,0.22734182754159749,1.2691212589919307,-4.362847803,Travel,88.49215168413919,6,1,Mobile,1
3,10.363844495820457,2.2521960705003563,-4.357126609,-1.158691733,2.190748715575378,-0.429289075,Online,146.50670447265816,14,1,Mobile,1
11,135.26654502360597,1.0110970055869908,-0.25134928,-0.081284051,1.2589178216756192,-1.352247268,Travel,6.595329292887483,4,1,POS,0
2,418.9237742686814,2.063060720323604,-2.433714156,-0.651515346,2.3116407741411145,2.1900130535359077,Electronics,11.515878085561175,8,0,Mobile,1
23,202.30645398925728,-0.95004188,0.32047678941155466,1.1613079458683726,0.8140197855685259,1.3380596033025236,Retail,17.907990736637107,3,0,Desktop,0
0,4682.634404205728,-3.178745609,-3.525082077,-1.685633501,0.6912605832869952,-3.412162278,Electronics,23.62856988886301,11,1,Mobile,1
11,757.6018117572488,0.32544934118307556,-0.888364153,-0.729649043,3.211242822020275,0.46614512961351173,Electronics,86.29831681913765,7,1,Mobile,1
10,73.96918315469465,0.33512613307366396,-1.686105462,-0.222261163,-0.273112342,-0.336426431,Food,11.786277402970006,1,0,Mobile,0
0,3218.4043703813322,0.7087210112097436,-0.772183632,-1.651525972,1.014165671,0.6871191345283234,Online,131.13964892489813,8,1,Mobile,1
9,83.45459460126625,1.4781839356390019,-0.652397919,0.1429332830289056,-0.104525609,0.6801969332982273,Travel,5.638881336654838,1,0,Desktop,0
5,297.57219048606856,-2.687389579,-4.28411922,-1.437259899,0.7392705196679705,-2.041026645,Travel,53.716361626677916,6,1,Desktop,1
9,145.4311908014302,0.8596950512977658,0.8348171586675873,-0.434591148,-0.71812744,-1.449135481,Retail,14.556100773689474,0,0,POS,0
20,240.1842958764853,-1.096625044,-0.235606243,0.9847208482486919,1.9425085923574898,-0.303737764,Online,0.18771922996690515,0,0,POS,0
7,87.24077983792533,0.6479751535719452,-0.919761951,-2.698731255,1.986156109402099,-2.498840713,Online,188.35034806990316,6,1,Mobile,1
7,230.96584816723197,-0.474956705,0.5068269113778173,-1.061626945,-2.097921484,-0.961744817,Retail,4.652931727073434,1,0,Mobile,0
15,78.62478979365584,-0.813971796,1.269953488955102,0.6747339831104918,1.2078187518842378,0.047095267939809754,Online,20.696080251431606,0,0,Mobile,0
4,252.17153686870273,-0.609902707,-1.208257742,-0.072899459,-1.152821356,0.8814704306567314,Electronics,8.984721932872864,0,0,Desktop,0
12,88.65037625536024,-1.445610201,0.9190156625197566,0.9915126520227832,0.8933748097275014,0.5394979676687094,Food,12.772096275494611,1,0,Mobile,0
0,2704.5253301151056,0.06579507,-2.459557895,-0.453808624,3.5089494477427348,0.25467803545362505,Online,12.585958167264977,5,0,Mobile,1
1,252.79494221632913,-0.772673391,-0.37812458,-1.333704659,0.10169002375444793,1.1469109536633424,Travel,11.898749067103811,0,0,Desktop,0
2,78.61799836023712,0.7862982309002783,-1.149250519,0.062834419,-0.996892889,0.12762082209938824,Electronics,2.4237276605042544,1,0,Mobile,0
1,104.88581594870703,0.6400560810329173,0.6065908615428617,0.5345478010892165,-0.715163807,-0.526665482,Food,73.11973159413817,0,0,Desktop,0
